rank;french;engl;example_french;example_engl
1286;laisse;leave alone;;
1287;sauver;save;;
1288;humanitaire;humanitarian;;
1289;efficace;effective;;
1290;plaisir;pleasure;;
1291;thème;theme;;
1292;forêt;forest;;
1293;personnalité;personality;;
1294;spectateur;spectator;;
1295;pont;bridge;;
1296;enjeu;stake;;
1297;heureux;happy;;
1298;rassembler;gather;;
1299;magasin;store;;
1300;top;top;;
1301;missile;missile;;
1302;référence;reference;;
1303;secret;secret;;
1304;règle;ruler;;
1305;pire;worse;;
1306;robert;robert;;
1307;dépense;spent;;
1308;spécialiste;specialist;;
1309;rappel;reminder;;
1310;traditionnel;traditional;;
1311;réaction;reaction;;
1312;libération;release;;
1313;démarche;approach;;
1314;classique;classic;;
1315;mohamed;mohamed;;
1316;confronter;confront;;
1317;décennie;decade;;
1318;détruire;destroy;;
1319;adapter;adapt;;
1320;wallonie;wallonia;;
1321;comportement;behavior;;
1322;probablement;probably;;
1323;accès;access;;
1324;recours;appeal;;
1325;compliqué;complicated;;
1326;démocrate;democrat;;
1327;div;div;;
1328;martin;martin;;
1329;que;that;;
1330;investir;invest;;
1331;chanson;song;;
1332;phénomène;phenomenon;;
1333;causer;cause;;
1334;soumettre;submit;;
1335;dynamique;dynamic;;
1336;genève;Geneva;;
1337;moscou;Moscow;;
1338;restaurer;restore;;
1339;gare;station;;
1340;dangereux;dangerous;;
1341;mobilité;mobility;;
1342;hezbollah;hezbollah;;
1343;voler;fly;;
1344;salon;living room;;
1345;militant;activist;;
1346;défenseur;defender;;
1347;italien;Italian;;
1348;regard;glance;;
1349;démontrer;demonstrate;;
1350;studio;studio;;
1351;totalement;totally;;
1352;régler;settle;;
1353;dédier;dedicate;;
1354;avantage;advantage;;
1355;fondation;foundation;;
1356;bleu;blue;;
1357;troupe;troop;;
1358;déployer;deploy;;
1359;raconter;tell;;
1360;veille;day before;;
1361;affronter;confront;;
1362;consommateur;consumer;;
1363;favoriser;to favor;;
1364;grève;strike;;
1365;posséder;possess;;
1366;laurent;laurent;;
1367;découverte;discovery;;
1368;pointe;tip;;
1369;complètement;completely;;
1370;mur;wall;;
1371;significatif;significant;;
1372;célébrer;celebrate;;
1373;directrice;director;;
1374;accessible;accessible;;
1375;interpeller;to question;;
1376;remplir;fill;;
1377;lever;lift;;
1378;industriel;industrial;;
1379;rn;rn;;
1380;guinée;Guinea;;
1381;los;los;;
1382;surface;surface;;
1383;réserve;reserve;;
1384;retard;delay;;
1385;normal;normal;;
1386;parfait;Perfect;;
1387;vacance;vacancy;;
1388;énergétique;energy;;
1389;principalement;mostly;;
1390;analyse;analysis;;
1391;cabinet;office;;
1392;visage;face;;
1393;circuit;circuit;;
1394;sanction;sanction;;
1395;délai;deadline;;
1396;promouvoir;promote;;
1397;drone;drone;;
1398;lendemain;the following day;;
1399;mentionner;mention;;
1400;hommage;tribute;;
1401;constitution;constitution;;
1402;espagnol;Spanish;;
1403;league;league;;
1404;ukraine;Ukraine;;
1405;violent;violent;;
1406;inviter;invite;;
1407;accusation;charge;;
1408;tellement;such;;
1409;justifier;justify;;
1410;conducteur;driver;;
1411;sentiment;feeling;;
1412;employé;employee;;
1413;réduction;reduction;;
1414;actif;active;;
1415;télévision;television;;
1416;interroger;question;;
1417;vélo;bike;;
1418;touche;touch;;
1419;officiellement;officially;;
1420;liège;cork;;
1421;outil;tool;;
1422;livrer;deliver;;
1423;québécois;Quebecois;;
1424;suspendre;suspend;;
1425;féminin;female;;
1426;bientôt;Soon;;
1427;clairement;clearly;;
1428;arrêt;stop;;
1429;autoriser;authorize;;
1430;voilà;There;;
1431;patrimoine;heritage;;
1432;billet;ticket;;
1433;léger;light;;
1434;attente;waiting;;
1435;avis;notice;;
1436;sénégalais;Senegalese;;
1437;démocratie;democracy;;
1438;décrocher;pick up;;
1439;environnement;environment;;
1440;jeter;throw;;
1441;roman;novel;;
1442;inspirer;inspire;;
1443;nucléaire;nuclear;;
1444;destination;destination;;
1445;musical;musical;;
1446;proximité;proximity;;
1447;contraire;opposite;;
1448;bras;arm;;
1449;apprécier;appreciate;;
1450;test;test;;
1451;climat;climate;;
1452;scénario;scenario;;
1453;financer;finance;;
1454;paraître;appear;;
1455;témoin;witness;;
1456;rythme;pace;;
1457;vague;wave;;
1458;associer;associate;;
1459;mineur;minor;;
1460;électeur;elector;;
1461;norme;standard;;
1462;impossible;impossible;;
1463;délégation;delegation;;
1464;profond;deep;;
1465;poids;weight;;
1466;menacer;threaten;;
1467;signifier;mean;;
1468;agir;act;;
1469;washington;Washington;;
1470;libérer;release;;
1471;coach;coach;;
1472;continent;continent;;
1473;acquérir;acquire;;
1474;avancer;move forward;;
1475;immédiatement;immediately;;
1476;attention;attention;;
1477;diable;devil;;
1478;limité;limit;;
1479;démocratique;democratic;;
1480;cler;cler;;
1481;emploi;job;;
1482;réalisation;realization;;
1483;approche;approach;;
1484;décrire;describe;;
1485;épreuve;test;;
1486;inclure;include;;
1487;recette;recipe;;
1488;réserver;to book;;
1489;froid;cold;;
1490;erreur;error;;
1491;candidature;candidacy;;
1492;cancer;cancer;;
1493;conserver;preserve;;
1494;tendre;tender;;
1495;parisien;Parisian;;
1496;amener;to bring;;
1497;préparation;preparation;;
1498;jacques;jacques;;
1499;intégrer;integrate;;
1500;concours;competition;;
1501;cacher;hide;;
1502;statut;Status;;
1503;connaissance;awareness;;
1504;faso;faso;;
1505;flamand;Flemish;;
1506;mourir;die;;
1507;fier;proud;;
1508;bruno;bruno;;
1509;internet;Internet;;
1510;puissant;powerful;;
1511;fruit;fruit;;
1512;maximum;maximum;;
1513;réclamer;claim;;
1514;désigner;designer;;
1515;invité;guest;;
1516;multiplier;multiply;;
1517;radio;radio;;
1518;encourager;encourage;;
1519;avenir;future;;
1520;détailler;detail;;
1521;exiger;require;;
1522;bourse;sotck exchange;;
1523;imaginer;imagine;;
1524;faciliter;facilitate;;
1525;détenir;to possess;;
1526;capitaine;captain;;
1527;pilote;pilot;;
1528;soleil;sun;;
1529;juif;Jewish;;
1530;intéressant;interesting;;
1531;ben;well;;
1532;sérieux;serious;;
1533;intervention;intervention;;
1534;filet;net;;
1535;solidarité;solidarity;;
1536;craindre;to fear;;
1537;rejeter;dismiss;;
1538;option;option;;
1539;incarner;embody;;
1540;plaider;plead;;
1541;économie;economy;;
1542;tonne;tonne;;
1543;revoir;goodbye;;
1544;afficher;display;;
1545;style;style;;
1546;incendie;fire;;
1547;solide;solid;;
1548;informer;inform;;
1549;chercheur;researcher;;
1550;avance;advance;;
1551;nomination;appointment;;
1552;reconnaissance;acknowledgement;;
1553;partage;sharing;;
1554;benjamin;Benjamin;;
1555;moderne;modern;;
1556;hier;yesterday;;
1557;lutter;to struggle against;;
1558;mohammed;Mohammed;;
1559;transmettre;to transmit;;
1560;somme;sum;;
1561;georges;george;;
1562;issu;from;;
1563;obliger;to obligate;;
1564;entrée;entrance;;
1565;nul;;;
1566;taille;size;;
1567;objet;object;;
1568;regretter;regret;;
1569;gabonais;Gabonese;;
1570;tiers;third party;;
1571;jardin;garden;;
1572;forcément;necessarily;;
1573;citer;quote;;
1574;détention;detention;;
1575;municipalité;municipality;;
1576;aborder;to land;;
1577;printemps;spring;;
1578;sondage;survey;;
1579;provincial;provincial;;
1580;anglais;English;;
1581;artistique;artistic;;
1582;surprendre;surprise;;
1583;forcer;force;;
1584;publication;publication;;
1585;geste;gesture;;
1586;dominer;dominate;;
1587;patrick;Patrick;;
1588;concevoir;design;;
1589;affecter;affect;;
1590;taxe;tax;;
1591;similaire;similar;;
1592;harris;Harris;;
1593;atelier;workshop;;
1594;distance;distance;;
1595;énergie;energy;;
1596;lâ;there;;
1597;collègue;colleague;;
1598;daniel;Daniel;;
1599;tournée;tour;;
1600;varier;vary;;
1601;alain;alain;;
1602;qualification;qualification;;
1603;émission;emission;;
1604;résidence;residence;;
1605;demeure;remains;;
1606;uniquement;uniquely;;
1607;michael;michael;;
1608;ndlr;editor's note;;
1609;tente;tent;;
1610;diminuer;decrease;;
1611;maître;master;;
1612;convention;convention;;
1613;ressentir;to feel;;
1614;circonstance;circumstance;;
1615;urbain;urban;;
1616;vainqueur;winner;;
1617;énorme;huge;;
1618;cinquième;fifth;;
1619;individu;individual;;
1620;meurtre;murder;;
1621;charleroi;charleroi;;
1622;fiscal;tax;;
1623;dispositif;device;;
1624;pose;laid;;
1625;don;Don;;
1626;café;coffee;;
1627;classer;to classify;;
1628;massif;massive;;
1629;appartenir;belong;;
1630;unité;unit;;
1631;drame;drama;;
1632;retourner;return;;
1633;interne;internal;;
1634;christian;Christian;;
1635;vif;lively;;
1636;dégât;damage;;
1637;degré;degree;;
1638;champ;field;;
1639;fermeture;closing;;
1640;prouver;prove;;
1641;plonger;dive;;
1642;résident;resident;;
1643;écran;screen;;
1644;résistance;resistance;;
1645;tableau;painting;;
1646;tarif;price;;
1647;conservateur;conservative;;
1648;marge;margin;;
1649;flandre;flanders;;
1650;coureur;runner;;
1651;james;James;;
1652;contrôler;control;;
1653;amateur;amateur;;
1654;bataille;battle;;
1655;jordan;jordan;;
1656;crédit;credit;;
1657;chaleur;heat;;
1658;entamer;start;;
1659;kevin;kevin;;
1660;arabe;Arab;;
1661;nouvelle;new;;
1662;fc;fc;;
1663;prestation;benefit;;
1664;organisateur;organizer;;
1665;bus;bus;;
1666;extrêmement;extremely;;
1667;machine;machine;;
1668;choc;shock;;
1669;sang;blood;;
1670;bernard;bernard;;
1671;tunisie;tunisia;;
1672;barre;rod;;
1673;réussite;success;;
1674;récolter;harvest;;
1675;prolonger;extend;;
1676;artificiel;artificial;;
1677;originaire;originating;;
1678;méthode;method;;
1679;circuler;circulate;;
1680;franchir;cross;;
1681;spécialiser;specialize;;
1682;budgétaire;budgetary;;
1683;netflix;netflix;;
1684;neige;snow;;
1685;justin;justin;;
1686;paiement;payment;;
1687;standard;standard;;
1688;aventure;adventure;;
1689;paysage;landscape;;
1690;moteur;engine;;
1691;plateau;plateau;;
1692;mobile;mobile;;
1693;avancée;advanced;;
1694;facilement;easily;;
1695;distribution;distribution;;
1696;dame;lady;;
1697;examen;exam;;
1698;ménage;household;;
1699;contenu;content;;
1700;division;division;;
1701;net;net;;
1702;sanitaire;sanitary;;
1703;nécessiter;require;;
1704;tourisme;tourism;;
1705;générer;generate;;
1706;favorable;favorable;;
1707;régulier;regular;;
1708;abandonner;give up;;
1709;fortement;strongly;;
1710;dette;debt;;
1711;féliciter;congratulate;;
1712;profit;profit;;
1713;habiter;live;;
1714;lausanne;Lausanne;;
1715;camion;truck;;
1716;congrès;Congress;;
1717;répéter;repeat;;
1718;louis;louis;;
1719;soi;self;;
1720;rond;round;;
1721;environnemental;environmental;;
1722;éliminer;eliminate;;
1723;partisan;partisan;;
1724;remercier;thank;;
1725;spécifique;specific;;
1726;résoudre;solve;;
1727;âge;age;;
1728;christophe;christopher;;
1729;macky;macky;;
1730;limiter;restrict;;
1731;mobilisation;mobilization;;
1732;récit;narrative;;
1733;entraîneur;coach;;
1734;japonais;Japanese;;
1735;préserver;preserve;;
1736;garçon;boy;;
1737;dragon;dragon;;
1738;correspondre;match;;
1739;real;real;;
1740;promesse;promise;;
1741;utilisateur;user;;
1742;consulter;to consult;;
1743;religieux;religious;;
1744;concurrence;competition;;
1745;passion;passion;;
1746;hôpital;hospital;;
1747;intéresser;interest;;
1748;dommage;Shame;;
1749;moindre;lesser;;
1750;retraire;retire;;
1751;appareil;device;;
1752;excellent;excellent;;
1753;can;can;;
1754;colère;anger;;
1755;formule;formula;;
1756;immobilier;real estate;;
1757;mental;mental;;
1758;tom;Tom;;
1759;compléter;complete;;
1760;syrie;Syria;;
1761;ambition;ambition;;
1762;lac;lake;;
1763;caractère;character;;
1764;exposer;expose;;
1765;commentaire;comment;;
1766;voyageur;traveler;;
1767;décisif;decisive;;
1768;session;session;;
1769;certainement;certainly;;
1770;mémoir;memory;;
1771;transfert;transfer;;
1772;stabilité;stability;;
1773;fou;mad;;
1774;tâche;stain;;
1775;sac;bag;;
1776;exposition;exposure;;
1777;iranien;Iranian;;
1778;quête;quest;;
1779;viol;rape;;
1780;otage;hostage;;
1781;demain;tomorrow;;
1782;statistique;statistical;;
1783;bloc;block;;
1784;importer;import;;
1785;extérieur;outside;;
1786;forum;forum;;
1787;original;original;;
1788;enseignant;teacher;;
1789;drogu;drugged;;
1790;juridique;legal;;
1791;lion;lion;;
1792;san;san;;
1793;londres;London;;
1794;annuler;Cancel;;
1795;réjouir;rejoice;;
1796;routier;road;;
1797;espoir;hope;;
1798;opérer;operate;;
1799;percevoir;perceive;;
1800;requérir;require;;
1801;couvrir;cover;;
1802;vigueur;force;;
1803;certes;certainly;;
1804;incident;incident;;
1805;généralement;generally;;
1806;contrairement;contrary to;;
1807;consécutif;consecutive;;
1808;vaste;vast;;
1809;foule;crowd;;
1810;do;do;;
1811;planète;planet;;
1812;hockey;hockey;;
1813;multiple;multiple;;
1814;progresser;progress;;
1815;bateau;boat;;
1816;surveillance;monitoring;;
1817;recommander;recommend;;
1818;tradition;tradition;;
1819;émettre;emit;;
1820;attaquer;tackle;;
1821;cuisine;kitchen;;
1822;idéal;ideal;;
1823;inédit;unpublished;;
1824;vérifier;check;;
1825;soulever;raise;;
1826;rassurer;to reassure;;
1827;déficit;deficit;;
1828;entretien;interview;;
1829;contribution;contribution;;
1830;salarié;employee;;
1831;doubler;double;;
1832;jaune;YELLOW;;
1833;critiquer;criticize;;
1834;modifier;to modify;;
1835;décret;decree;;
1836;déchet;waste;;
1837;manger;eat;;
1838;fuite;leak;;
1839;attribuer;assign;;
1840;adulte;adult;;
1841;dépendre;depend;;
1842;illégal;illegal;;
1843;parfaitement;perfectly;;
1844;diplomatique;diplomatic;;
1845;japon;Japan;;
1846;musée;museum;;
1847;visiter;to visit;;
1848;fonder;found;;
1849;allemagne;Germany;;
1850;réflexion;reflection;;
1851;cherche;look for;;
1852;ciel;sky;;
1853;poursuite;pursuit;;
1854;album;album;;
1855;relatif;relative;;
1856;esprit;spirit;;
1857;athlète;athlete;;
1858;bénéfice;profit;;
1859;vingtaine;twenties;;
1860;doigt;finger;;
1861;dehors;out;;
1862;affiche;poster;;
1863;barrage;dam;;
1864;ousmane;ousmane;;
1865;transformation;transformation;;
1866;provenir;come;;
1867;médicament;medicine;;
1868;saga;saga;;
1869;immédiat;immediate;;
1870;doter;endow;;
1871;podium;podium;;
1872;conclusion;conclusion;;
1873;règlement;regulation;;
1874;fer;iron;;
1875;city;city;;
1876;installation;facility;;
1877;montagne;mountain;;
1878;séjour;stay;;
1879;gratuit;free;;
1880;arbre;TREE;;
1881;interview;interview;;
1882;vingt;twenty;;
1883;néerlandais;Dutch;;
1884;papier;paper;;
1885;passionner;to fascinate;;
1886;clé;key;;
1887;duel;duel;;
1888;propriété;property;;
1889;météo;weather report;;
1890;libanais;Lebanese;;
1891;admettre;admit;;
1892;permanent;permanent;;
1893;intention;intention;;
1894;coin;corner;;
1895;dâ;dâ;;
1896;minimum;minimum;;
1897;pénal;criminal;;
1898;individuel;individual;;
1899;secondaire;secondary;;
1900;rater;miss;;
1901;remarquer;to remark;;
1902;trimestre;quarter;;
1903;consister;consist;;
1904;caroline;caroline;;
1905;risquer;risk;;
1906;profil;profile;;
1907;chaud;hot;;
1908;souffler;blow;;
1909;canton;canton;;
1910;employer;use;;
1911;thierry;thierry;;
1912;calendrier;calendar;;
1913;sœur;sister;;
1914;fondateur;founder;;
1915;dépôt;deposit;;
1916;communiquer;communicate;;
1917;gain;gain;;
1918;quantité;quantity;;
1919;anniversaire;birthday;;
1920;prévision;forecast;;
1921;manifester;manifest;;
1922;marie;married;;
1923;dr;Dr.;;
1924;explorer;explore;;
1925;eric;eric;;
1926;verser;pour;;
1927;qui;Who;;
1928;mari;husband;;
1929;époque;era;;
1930;rechercher;to research;;
1931;témoignage;testimony;;
1932;concret;concrete;;
1933;rire;laugh;;
1934;adresser;address;;
1935;définir;define;;
1936;bref;Short;;
1937;ressembler;look like;;
1938;etat;state;;
1939;manifestant;protester;;
1940;contacter;contact;;
1941;présentation;presentation;;
1942;denis;denis;;
1943;distinguer;distinguish;;
1944;pause;break;;
1945;fidèle;faithful;;
1946;max;max;;
1947;discipline;discipline;;
1948;malien;Malian;;
1949;ne;born;;
1950;signature;signature;;
1951;silence;silence;;
1952;réfléchir;to reflect on;;
1953;musulman;Muslim;;
1954;rural;rural;;
1955;impressionnant;impressive;;
1956;sahara;Sahara;;
1957;caisse;box;;
1958;facteur;postman;;
1959;vin;wine;;
1960;vide;empty;;
1961;migrant;migrant;;
1962;suivant;following;;
1963;danse;dance;;
1964;duo;duo;;
1965;flamme;flame;;
1966;préoccupation;concern;;
1967;reporter;postpone;;
1968;ordre;order;;
1969;dieu;God;;
1970;appliquer;apply;;
1971;calme;calm;;
1972;application;application;;
1973;réfugié;refugee;;
1974;vérité;truth;;
1975;saint;saint;;
1976;exclure;exclude;;
1977;touristique;sightseeing;;
1978;évaluer;assess;;
1979;disparition;disappearance;;
1980;muser;muse;;
1981;ramener;to bring back;;
1982;niger;Niger;;
1983;détenu;detained;;
1984;cap;cape;;
1985;peser;weigh;;
1986;constat;observation;;
1987;goût;taste;;
1988;échapper;escape;;
1989;château;castle;;
1990;concept;concept;;
1991;effectif;effective;;
1992;évacuer;evacuate;;
1993;grandir;to grow;;
1994;trouble;disorder;;
1995;catastrophe;disaster;;
1996;kiev;kyiv;;
1997;partenair;partner;;
1998;gouverneur;governor;;
1999;traduire;translate;;
2000;négatif;negative;;
2001;mathieu;Matthew;;
2002;inondation;flood;;
2003;légal;legal;;
2004;séquence;sequence;;
2005;céder;to sell;;
2006;conscience;awareness;;
2007;maillot;jersey;;
2008;maxime;maxim;;
2009;consommer;consume;;
2010;éventuel;possible;;
2011;privilégier;privilege;;
2012;supprimer;DELETE;;
2013;espèce;species;;
2014;fondamental;fundamental;;
2015;rouler;to roll;;
2016;anderlecht;anderlecht;;
2017;absolument;absolutely;;
2018;intérieur;interior;;
2019;sébastien;sebastien;;
2020;résolution;resolution;;
2021;territoire;territory;;
2022;gendarmerie;gendarmerie;;
2023;sélectionner;select;;
2024;couper;cut;;
2025;exercice;exercise;;
2026;incroyable;amazing;;
2027;joie;joy;;
2028;ressortir;come out;;
2029;courir;run;;
2030;relier;relate;;
2031;adjoint;deputy;;
